heading_id,page,level,ordinal,heading_slug,text,reconstituted,anchored,absorbed,toc_role
p186-data-collection-approach,186,2,234,p186-data-collection-approach,Data Collection Approach,0,1,,structural
p188-assigning-disciplinary-areas,188,2,235,p188-assigning-disciplinary-areas,Assigning Disciplinary Areas,0,1,,structural
p188-cited-thinkers-and-their-cross-disciplin,188,2,236,p188-cited-thinkers-and-their-cross-disciplin,Cited Thinkers and Their Cross-Disciplinary Reach,0,1,,structural
p193-spreadsheet-of-citing-publications-2014,193,2,237,p193-spreadsheet-of-citing-publications-2014,Spreadsheet of Citing Publications (2014–2024),0,1,,structural
p194-sociogram-construction-disciplinary-cita,194,2,238,p194-sociogram-construction-disciplinary-cita,Sociogram Construction: Disciplinary Citation Network,0,1,,structural
p197-conclusion,197,2,239,p197-conclusion,Conclusion,0,1,,structural
p203-why-the-gap,203,3,240,p203-why-the-gap,Why the gap?,0,1,,structural
p203-what-i-can-propose-now-knowing-this,203,3,241,p203-what-i-can-propose-now-knowing-this,"What I can propose, now knowing this:",0,1,,structural
p204-bottom-line,204,3,242,p204-bottom-line,Bottom line,0,1,,structural
p204-next-step-options-you-can-choose,204,2,243,p204-next-step-options-you-can-choose,Next Step Options (You can choose):,0,1,,structural
p205-1-hallucination-and-unreflective-submiss,205,3,244,p205-1-hallucination-and-unreflective-submiss,1. Hallucination and Unreflective Submission,0,1,,structural
p205-2-covering-over-with-polished-but-non-su,205,3,245,p205-2-covering-over-with-polished-but-non-su,"2. ""Covering Over"" with Polished but Non-Substantive Language",0,1,,structural
p206-3-capacity-for-context-data-review-and-f,206,3,246,p206-3-capacity-for-context-data-review-and-f,3. Capacity for Context Data Review and Future Monitoring,0,1,,structural
p206-4-your-role-in-this,206,3,247,p206-4-your-role-in-this,4. Your Role in This,0,1,,structural
p207-conclusion,207,3,248,p207-conclusion,Conclusion,0,1,,structural
p208-1-explicit-task-fidelity-checks-before-d,208,3,249,p208-1-explicit-task-fidelity-checks-before-d,1. Explicit Task Fidelity Checks (Before Deliverable Submission),0,1,,structural
p208-2-critical-reflection-protocol-triggered,208,3,250,p208-2-critical-reflection-protocol-triggered,2. Critical Reflection Protocol (Triggered by Key Phrases or Events),0,1,,structural
p209-3-structured-what-was-done-what-was-miss,209,3,251,p209-3-structured-what-was-done-what-was-miss,3. Structured “What Was Done / What Was Missed” Reports,0,1,,structural
p209-4-distinguish-between-speculative-and-em,209,3,252,p209-4-distinguish-between-speculative-and-em,4. Distinguish Between Speculative and Empirical Outputs Clearly,0,1,,structural
p209-summary-table-of-improvements,209,2,253,p209-summary-table-of-improvements,Summary Table of Improvements,0,1,,structural
p210-closing-thought,210,2,254,p210-closing-thought,Closing Thought,0,1,,structural
p212-intellectual-relationships-among-selecte,212,1,255,p212-intellectual-relationships-among-selecte,Intellectual Relationships Among Selected Thinkers,0,1,,structural
p212-dataset-of-documented-connections,212,2,256,p212-dataset-of-documented-connections,Dataset of Documented Connections,0,1,,structural
p214-sociogram-visualization,214,2,257,p214-sociogram-visualization,Sociogram Visualization,0,1,,structural
p214-commentary-on-data-choices-and-limitatio,214,2,258,p214-commentary-on-data-choices-and-limitatio,Commentary on Data Choices and Limitations,0,1,,structural
p221-task-fidelity-check,221,1,259,p221-task-fidelity-check,Task Fidelity Check:,0,1,,structural
p222-what-was-done-what-was-missed,222,1,260,p222-what-was-done-what-was-missed,What Was Done / What Was Missed:,0,1,,structural
p222-quick-praise-on-style,222,1,261,p222-quick-praise-on-style,Quick Praise on Style:,0,1,,apparatus
p223-immediate-next-actions-suggested,223,1,262,p223-immediate-next-actions-suggested,Immediate Next Actions Suggested:,0,1,,apparatus
p223-reminder,223,1,263,p223-reminder,Reminder:,0,1,,structural
p224-cold-critical-review-of-your-submitted-t,224,1,264,p224-cold-critical-review-of-your-submitted-t,Cold Critical Review of Your Submitted Text,0,1,,structural
p224-introduction-sections-i-ii,224,1,265,p224-introduction-sections-i-ii,(Introduction + Sections I-II),0,1,,structural
p224-global-structural-issues,224,2,266,p224-global-structural-issues,Global Structural Issues:,0,1,,structural
p225-specific-content-issues,225,2,267,p225-specific-content-issues,Specific Content Issues:,0,1,,structural
p226-style-and-rhetoric-problems,226,2,268,p226-style-and-rhetoric-problems,Style and Rhetoric Problems:,0,1,,structural
p226-conceptual-weaknesses,226,2,269,p226-conceptual-weaknesses,Conceptual Weaknesses:,0,1,,structural
p227-summary-of-major-faults-no-praise-versio,227,1,270,p227-summary-of-major-faults-no-praise-versio,Summary of Major Faults (No Praise Version):,0,1,,structural
p227-closing-critical-comment,227,1,271,p227-closing-critical-comment,Closing Critical Comment:,0,1,,apparatus
p227-would-you-now-like-me-to-also-suggest-a,227,2,272,p227-would-you-now-like-me-to-also-suggest-a,Would you now like me to also suggest a highly critical action plan for how to revise toward maximum clarity and force?,1,1,p227-plan-for-how-to-revise-toward-maximum-cl,apparatus
p228-critical-action-plan-for-revision,228,1,274,p228-critical-action-plan-for-revision,Critical Action Plan for Revision,0,1,,structural
p228-1-rewrite-the-introduction-for-harder-fr,228,2,275,p228-1-rewrite-the-introduction-for-harder-fr,1. Rewrite the Introduction for Harder Framing,0,1,,structural
p228-2-section-i-trim-imagination-exercise-by,228,2,276,p228-2-section-i-trim-imagination-exercise-by,2. Section I: Trim Imagination Exercise by 50%,0,1,,structural
p229-3-section-ii-refocus-scholar-profiles,229,2,277,p229-3-section-ii-refocus-scholar-profiles,3. Section II: Refocus Scholar Profiles,0,1,,structural
p229-4-add-explicit-transition-between-sectio,229,2,278,p229-4-add-explicit-transition-between-sectio,4. Add Explicit Transition Between Sections I and II,0,1,,structural
p229-5-clarify-ontological-commitments-ruthle,229,2,279,p229-5-clarify-ontological-commitments-ruthle,5. Clarify Ontological Commitments Ruthlessly,0,1,,structural
p230-6-preempt-rival-interpretations-briefly,230,2,280,p230-6-preempt-rival-interpretations-briefly,6. Preempt Rival Interpretations Briefly,0,1,,structural
p230-7-insert-minimum-citations-strategically,230,2,281,p230-7-insert-minimum-citations-strategically,7. Insert Minimum Citations Strategically,0,1,,structural
p230-8-prepare-a-short-falsifiability-closing,230,2,282,p230-8-prepare-a-short-falsifiability-closing,8. Prepare a Short “Falsifiability” Closing Line,0,1,,structural
p230-visual-of-the-revised-paper-flow-20-minu,230,1,283,p230-visual-of-the-revised-paper-flow-20-minu,Visual of the Revised Paper Flow (20 minutes),0,1,,structural
p231-tools-for-revision,231,1,284,p231-tools-for-revision,Tools for Revision:,0,1,,apparatus
p231-final-comment-still-no-praise,231,1,285,p231-final-comment-still-no-praise,Final Comment (Still No Praise):,0,1,,apparatus
p232-would-you-like-me-next-to-mock-up-a-rewr,232,2,286,p232-would-you-like-me-next-to-mock-up-a-rewr,Would you like me next to mock up a rewritten outline of your,0,1,,apparatus
p232-introduction-section-i-using-this-action,232,2,287,p232-introduction-section-i-using-this-action,Introduction + Section I using this action plan — just to show you what it could feel like when cold-hardened?,1,1,p232-what-it-could-feel-like-when-cold-harden,structural
p232-rewritten-introduction-3-minutes,232,1,289,p232-rewritten-introduction-3-minutes,Rewritten Introduction (3 minutes),0,1,,structural
p233-rewritten-section-i-4-minutes,233,1,290,p233-rewritten-section-i-4-minutes,Rewritten Section I (4 minutes),0,1,,structural
p234-key-differences-from-your-original,234,1,291,p234-key-differences-from-your-original,Key Differences From Your Original:,0,1,,apparatus
p234-next-move,234,1,292,p234-next-move,Next Move:,0,1,,apparatus
p235-rewritten-section-ii-5-minutes,235,1,293,p235-rewritten-section-ii-5-minutes,Rewritten Section II (5 minutes),0,1,,structural
p235-empirical-signatures-of-agency-across-d,235,2,294,p235-empirical-signatures-of-agency-across-d,"""Empirical Signatures of Agency Across Disciplines""",0,1,,structural
p235-donald-hoffman-cognitive-science,235,3,295,p235-donald-hoffman-cognitive-science,Donald Hoffman (Cognitive Science),0,1,,structural
p235-stephen-wolfram-computation-physics,235,3,296,p235-stephen-wolfram-computation-physics,Stephen Wolfram (Computation / Physics),0,1,,structural
p236-karl-friston-neuroscience-biophysics,236,3,297,p236-karl-friston-neuroscience-biophysics,Karl Friston (Neuroscience / Biophysics),0,1,,structural
p236-michael-levin-biology-regenerative-medic,236,3,298,p236-michael-levin-biology-regenerative-medic,Michael Levin (Biology / Regenerative Medicine),0,1,,structural
p236-jeff-hawkins-neuroscience-machine-learni,236,3,299,p236-jeff-hawkins-neuroscience-machine-learni,Jeff Hawkins (Neuroscience / Machine Learning),0,1,,structural
p237-iain-mcgilchrist-neuroscience-philosophy,237,3,300,p237-iain-mcgilchrist-neuroscience-philosophy,Iain McGilchrist (Neuroscience / Philosophy),0,1,,structural
p237-barbara-fredrickson-psychology-social-ne,237,3,301,p237-barbara-fredrickson-psychology-social-ne,Barbara Fredrickson (Psychology / Social Neuroscience),0,1,,structural
p237-closing-transition-of-section-ii,237,1,302,p237-closing-transition-of-section-ii,Closing Transition of Section II,0,1,,apparatus
p238-critical-characteristics-of-this-rewrite,238,1,303,p238-critical-characteristics-of-this-rewrite,Critical Characteristics of This Rewrite:,0,1,,structural
p238-no-praise-pure-evaluation,238,1,304,p238-no-praise-pure-evaluation,No Praise — Pure Evaluation:,0,1,,structural
p238-would-you-now-like-me-to-suggest-how-sec,238,2,305,p238-would-you-now-like-me-to-suggest-how-sec,Would you now like me to suggest how Section III should proceed — maintaining this style — in order to pivot cleanly toward building the team and community attractor argument without narrative flab?,1,1,p238-proceed-maintaining-this-style-in-order;p238-toward-building-the-team-and-community-a;p238-without-narrative-flab,structural
p241-why,241,3,309,p241-why,Why?,0,1,,structural
p242-however-here-s-what-we-can-do,242,3,310,p242-however-here-s-what-we-can-do,"However, Here’s What We Can Do:",0,1,,structural
p242-very-short-version,242,3,311,p242-very-short-version,Very Short Version:,0,1,,structural
p243-here-s-the-plan,243,1,312,p243-here-s-the-plan,Here’s the Plan:,0,1,,apparatus
p243-here-s-the-structure-i-will-follow,243,1,313,p243-here-s-the-structure-i-will-follow,Here's the structure I will follow:,0,1,,structural
p245-here-s-the-plan,245,1,314,p245-here-s-the-plan,Here’s the Plan:,0,1,,apparatus
p246-estimated-time,246,1,315,p246-estimated-time,Estimated Time:,0,1,,structural
p249-target,249,3,316,p249-target,Target:,0,1,,apparatus
p249-structure,249,3,317,p249-structure,Structure:,0,1,,structural
p249-style,249,3,318,p249-style,Style:,0,1,,structural
p250-references,250,3,319,p250-references,References:,0,1,,structural
p250-output,250,3,320,p250-output,Output:,0,1,,structural
p250-i-am-now-ready-to-execute-exactly-accord,250,1,321,p250-i-am-now-ready-to-execute-exactly-accord,I am now ready to execute exactly according to these specs.,1,1,p250-these-specs,apparatus
p251-let-s-address-this-fully-now,251,1,323,p251-let-s-address-this-fully-now,Let’s address this fully now.,0,1,,apparatus
p251-what-actually-needs-to-happen,251,2,324,p251-what-actually-needs-to-happen,What actually needs to happen:,0,1,,structural
p251-here-s-how-we-can-proceed,251,1,325,p251-here-s-how-we-can-proceed,Here's how we can proceed:,0,1,,apparatus
p252-immediate-work-plan-phase-1,252,1,326,p252-immediate-work-plan-phase-1,Immediate Work Plan (Phase 1):,0,1,,apparatus
p253-work-method,253,1,327,p253-work-method,Work Method:,0,1,,apparatus
p254-current-progress,254,1,328,p254-current-progress,Current Progress:,0,1,,apparatus
p254-word-count-so-far,254,1,329,p254-word-count-so-far,Word Count So Far:,0,1,,apparatus
p254-estimated-time-to-finish-phase-1,254,1,330,p254-estimated-time-to-finish-phase-1,Estimated Time to Finish Phase 1:,0,1,,apparatus
p255-section-1-introduction-and-initial-objec,255,1,331,p255-section-1-introduction-and-initial-objec,Section 1: Introduction and Initial Objectives,0,1,,structural
p258-word-count-972-words,258,1,332,p258-word-count-972-words,Word Count: ~972 words,0,1,,apparatus
p259-here-s-the-sequence-we-ll-follow-based-o,259,1,333,p259-here-s-the-sequence-we-ll-follow-based-o,Here’s the sequence we’ll follow based on your plan:,1,1,p259-plan,structural
p261-key-elements-you-have-clarified,261,1,335,p261-key-elements-you-have-clarified,Key Elements You Have Clarified:,0,1,,structural
p262-analytic-restatement-in-my-words-to-show,262,1,336,p262-analytic-restatement-in-my-words-to-show,Analytic Restatement in My Words (to show full understanding):,1,1,p262-understanding,structural
p263-immediate-consequences-for-revising-the,263,1,338,p263-immediate-consequences-for-revising-the,Immediate Consequences for Revising the Introduction:,1,1,p263-introduction,structural
p263-my-recommendation,263,1,340,p263-my-recommendation,My Recommendation:,0,1,,structural
p264-corrected-restatement,264,1,341,p264-corrected-restatement,Corrected Restatement:,0,1,,structural
p265-full-correction-to-my-understanding,265,1,342,p265-full-correction-to-my-understanding,Full Correction to My Understanding:,0,1,,structural
p266-ultimate-model,266,1,343,p266-ultimate-model,Ultimate Model:,0,1,,structural
p266-philosophical-ancestry,266,1,344,p266-philosophical-ancestry,Philosophical Ancestry:,0,1,,structural
p266-corrected-final-restatement,266,1,345,p266-corrected-final-restatement,Corrected Final Restatement:,0,1,,structural
p267-action-plan-now,267,1,346,p267-action-plan-now,Action Plan Now:,0,1,,apparatus
p267-current-progress,267,1,347,p267-current-progress,Current Progress:,0,1,,apparatus
p268-current-word-count,268,1,348,p268-current-word-count,Current Word Count:,0,1,,apparatus
p268-estimated-time-remaining,268,1,349,p268-estimated-time-remaining,Estimated Time Remaining:,0,1,,apparatus
p268-notes-on-style,268,1,350,p268-notes-on-style,Notes on Style:,0,1,,apparatus
p269-michael-levin,269,1,351,p269-michael-levin,Michael Levin,0,1,,structural
p270-donald-hoffman,270,1,352,p270-donald-hoffman,Donald Hoffman,0,1,,structural
p271-word-count-for-these-two-sections,271,1,353,p271-word-count-for-these-two-sections,Word Count for these two sections:,0,1,,apparatus
p272-revised-donald-hoffman-section-now-inclu,272,1,354,p272-revised-donald-hoffman-section-now-inclu,Revised Donald Hoffman Section (Now Including NAH/Amplituhedron Pathway),1,1,p272-nah-amplituhedron-pathway,structural
p272-donald-hoffman,272,1,356,p272-donald-hoffman,Donald Hoffman,0,1,,structural
p274-revised-word-count,274,1,357,p274-revised-word-count,Revised Word Count:,0,1,,apparatus
p275-target-for-next-output,275,1,358,p275-target-for-next-output,Target for next output:,0,1,,apparatus
p275-current-progress-as-of-now,275,1,359,p275-current-progress-as-of-now,Current Progress (as of now):,0,1,,apparatus
p276-current-word-counts,276,1,360,p276-current-word-counts,Current Word Counts:,0,1,,apparatus
p276-timeline-to-completion,276,1,361,p276-timeline-to-completion,Timeline to Completion:,0,1,,apparatus
p276-quick-preview,276,1,362,p276-quick-preview,Quick Preview:,0,1,,apparatus
p277-stephen-wolfram,277,1,363,p277-stephen-wolfram,Stephen Wolfram,0,1,,structural
p278-jeff-hawkins,278,1,364,p278-jeff-hawkins,Jeff Hawkins,0,1,,structural
p279-word-counts,279,1,365,p279-word-counts,Word Counts:,0,1,,apparatus
p280-immediate-work-plan,280,1,366,p280-immediate-work-plan,Immediate work plan:,0,1,,apparatus
p281-current-progress,281,1,367,p281-current-progress,Current Progress:,0,1,,apparatus
p281-current-word-count-across-full-section-2,281,1,368,p281-current-word-count-across-full-section-2,Current Word Count (across full Section 2):,0,1,,apparatus
p281-quick-reminder-of-completed-thinker-sect,281,1,369,p281-quick-reminder-of-completed-thinker-sect,Quick Reminder of Completed Thinker Sections:,0,1,,apparatus
p282-estimated-time-to-completion,282,1,370,p282-estimated-time-to-completion,Estimated Time to Completion:,0,1,,apparatus
p283-karl-friston,283,1,371,p283-karl-friston,Karl Friston,0,1,,structural
p284-iain-mcgilchrist,284,1,372,p284-iain-mcgilchrist,Iain McGilchrist,0,1,,structural
p285-word-counts,285,1,373,p285-word-counts,Word Counts:,0,1,,apparatus
p286-current-progress,286,1,374,p286-current-progress,Current Progress:,0,1,,apparatus
p286-word-counts,286,1,375,p286-word-counts,Word Counts:,0,1,,apparatus
p286-quick-recap-of-completed-thinker-profile,286,1,376,p286-quick-recap-of-completed-thinker-profile,Quick Recap of Completed Thinker Profiles:,0,1,,apparatus
p287-barbara-fredrickson-section-snapshot-sum,287,1,377,p287-barbara-fredrickson-section-snapshot-sum,Barbara Fredrickson Section Snapshot (Summary):,0,1,,structural
p287-immediate-next-step,287,1,378,p287-immediate-next-step,Immediate Next Step:,0,1,,apparatus
p288-immediate-status,288,1,379,p288-immediate-status,Immediate Status:,0,1,,apparatus
p288-final-word-counts-for-section-2,288,1,380,p288-final-word-counts-for-section-2,Final Word Counts (for Section 2):,0,1,,structural
p289-quick-preview,289,1,381,p289-quick-preview,Quick Preview:,0,1,,apparatus
p289-final-step-before-posting,289,1,382,p289-final-step-before-posting,Final Step Before Posting:,0,1,,apparatus
p289-status,289,1,383,p289-status,Status:,0,1,,apparatus
p290-summary,290,1,384,p290-summary,Summary:,0,1,,apparatus
p290-posting-plan,290,1,385,p290-posting-plan,Posting Plan:,0,1,,apparatus
p290-section-2-detailed-bio-bibliographic-res,290,1,386,p290-section-2-detailed-bio-bibliographic-res,Section 2: Detailed Bio/Bibliographic Research (Part 1),1,1,p290-part-1,structural
p291-michael-levin,291,2,388,p291-michael-levin,Michael Levin,0,1,,structural
p292-donald-hoffman,292,2,389,p292-donald-hoffman,Donald Hoffman,0,1,,structural
p293-stephen-wolfram,293,2,390,p293-stephen-wolfram,Stephen Wolfram,0,1,,structural
p294-jeff-hawkins,294,2,391,p294-jeff-hawkins,Jeff Hawkins,0,1,,structural
p295-section-2-detailed-bio-bibliographic-res,295,1,392,p295-section-2-detailed-bio-bibliographic-res,Section 2: Detailed Bio/Bibliographic Research (Part 2),1,1,p295-part-2,structural
p295-karl-friston,295,2,394,p295-karl-friston,Karl Friston,0,1,,structural
p296-iain-mcgilchrist,296,2,395,p296-iain-mcgilchrist,Iain McGilchrist,0,1,,structural
p297-barbara-fredrickson,297,2,396,p297-barbara-fredrickson,Barbara Fredrickson,0,1,,structural
p298-full-section-2-completed,298,1,397,p298-full-section-2-completed,FULL SECTION 2: COMPLETED!,0,1,,apparatus
p298-total-section-2-word-count,298,1,398,p298-total-section-2-word-count,Total Section 2 Word Count:,0,1,,apparatus
p299-next-step,299,1,399,p299-next-step,Next Step:,0,1,,apparatus
p299-full-work-plan-moving-forward,299,1,400,p299-full-work-plan-moving-forward,Full Work Plan Moving Forward,0,1,,apparatus
p300-immediate-focus,300,1,401,p300-immediate-focus,Immediate Focus:,0,1,,apparatus
p300-quick-reassurance,300,1,402,p300-quick-reassurance,Quick Reassurance:,0,1,,apparatus
p301-current-progress,301,1,403,p301-current-progress,Current Progress:,0,1,,apparatus
p302-word-count-so-far,302,1,404,p302-word-count-so-far,Word Count So Far:,0,1,,apparatus
p302-estimated-time-to-posting,302,1,405,p302-estimated-time-to-posting,Estimated Time to Posting:,0,1,,apparatus
p302-quick-confirmation,302,1,406,p302-quick-confirmation,Quick Confirmation:,0,1,,apparatus
p303-section-1-introduction-and-initial-objec,303,1,407,p303-section-1-introduction-and-initial-objec,Section 1: Introduction and Initial Objectives (Rewritten),1,1,p303-rewritten,structural
p306-word-count-1260-words,306,1,409,p306-word-count-1260-words,Word Count: ~1260 words,0,1,,apparatus
p306-full-remaining-work-plan-as-you-directed,306,1,410,p306-full-remaining-work-plan-as-you-directed,Full Remaining Work Plan (as you directed):,0,1,,structural
p307-remaining-work-plan-restated-carefully,307,2,411,p307-remaining-work-plan-restated-carefully,Remaining Work Plan (Restated Carefully),0,1,,apparatus
p308-immediate-next-step,308,2,412,p308-immediate-next-step,Immediate Next Step:,0,1,,apparatus
p309-brutal-reply-1-reframed,309,1,413,p309-brutal-reply-1-reframed,Brutal Reply #1 (reframed):,0,1,,structural
p310-suggested-opening-paragraph-harder-frami,310,1,414,p310-suggested-opening-paragraph-harder-frami,Suggested Opening Paragraph (Harder Framing),0,1,,structural
p311-features-of-this-opening,311,1,415,p311-features-of-this-opening,Features of this Opening:,0,1,,apparatus
p311-brutal-reply-2-reframed,311,1,416,p311-brutal-reply-2-reframed,Brutal Reply #2 (reframed):,0,1,,structural
p312-updated-understanding-after-background-w,312,1,417,p312-updated-understanding-after-background-w,Updated Understanding (after background work):,0,1,,structural
p312-updated-recommended-fix,312,1,418,p312-updated-recommended-fix,Updated Recommended Fix:,0,1,,structural
p312-mini-suggested-framing-example-for-levin,312,1,419,p312-mini-suggested-framing-example-for-levin,Mini Suggested Framing Example for Levin:,0,1,,structural
p314-revised-scope-for-this-paper,314,1,420,p314-revised-scope-for-this-paper,Revised Scope for This Paper:,0,1,,structural
p315-summary-of-the-paper-s-shape-as-you-now,315,1,421,p315-summary-of-the-paper-s-shape-as-you-now,Summary of the Paper’s Shape (As You Now Intend It):,1,1,p315-it,structural
p315-yes-i-fully-agree-with-this-structure,315,1,423,p315-yes-i-fully-agree-with-this-structure,"Yes, I fully agree with this structure.",0,1,,structural
p316-new-brutally-precise-outline-for-the-con,316,1,424,p316-new-brutally-precise-outline-for-the-con,"New, Brutally Precise Outline for the Conference Paper (20-minute version)",1,1,p316-paper-20-minute-version,structural
p316-i-introduction-1-2-minutes,316,1,426,p316-i-introduction-1-2-minutes,I. Introduction (~1–2 minutes),0,1,,structural
p317-ii-background-physicalism-and-its-limits,317,1,427,p317-ii-background-physicalism-and-its-limits,II. Background: Physicalism and Its Limits (~3 minutes),1,1,p317-minutes,structural
p317-iii-conscious-realism-the-core-vision-3,317,1,429,p317-iii-conscious-realism-the-core-vision-3,III. Conscious Realism: The Core Vision (~3–4 minutes),1,1,p317-minutes,structural
p317-iv-empirical-and-theoretical-convergence,317,1,431,p317-iv-empirical-and-theoretical-convergence,IV. Empirical and Theoretical Convergence (~8–9 minutes),1,1,p317-minutes,structural
p318-v-future-research-agenda-2-minutes,318,1,433,p318-v-future-research-agenda-2-minutes,V. Future Research Agenda (~2 minutes),0,1,,structural
p318-vi-conclusion-1-2-minutes,318,1,434,p318-vi-conclusion-1-2-minutes,VI. Conclusion (~1–2 minutes),0,1,,structural
p319-estimated-time-breakdown,319,1,435,p319-estimated-time-breakdown,Estimated Time Breakdown:,0,1,,apparatus
p319-brutal-evaluation-of-this-outline,319,1,436,p319-brutal-evaluation-of-this-outline,Brutal Evaluation of This Outline:,0,1,,structural
p320-wireframe-first-draft-conscious-realism,320,1,437,p320-wireframe-first-draft-conscious-realism,Wireframe First Draft: “Conscious Realism as an Emerging Interdisciplinary Paradigm”,1,1,p320-emerging-interdisciplinary-paradigm,structural
p320-i-introduction,320,3,439,p320-i-introduction,I. Introduction,0,1,,structural
p321-ii-the-limits-of-physicalism,321,3,440,p321-ii-the-limits-of-physicalism,II. The Limits of Physicalism,0,1,,structural
p321-iii-conscious-realism-defining-the-core,321,3,441,p321-iii-conscious-realism-defining-the-core,III. Conscious Realism: Defining the Core,0,1,,structural
p322-iv-empirical-and-theoretical-convergence,322,3,442,p322-iv-empirical-and-theoretical-convergence,IV. Empirical and Theoretical Convergence,0,1,,structural
p322-framing-sentence,322,4,443,p322-framing-sentence,→ Framing sentence :,0,1,,structural
p323-v-research-agenda-where-this-paradigm-ca,323,3,444,p323-v-research-agenda-where-this-paradigm-ca,V. Research Agenda: Where This Paradigm Can Go,0,1,,structural
p323-vi-conclusion-glimpses-of-what-follows,323,3,445,p323-vi-conclusion-glimpses-of-what-follows,VI. Conclusion: Glimpses of What Follows,0,1,,structural
p325-brutal-self-evaluation-of-the-wireframe,325,1,446,p325-brutal-self-evaluation-of-the-wireframe,Brutal Self-Evaluation of the Wireframe (Agreed with You):,1,1,p325-with-you,structural
p325-what-it-gets-right,325,3,448,p325-what-it-gets-right,What it gets right:,0,1,,structural
p325-what-it-fails-to-do,325,3,449,p325-what-it-fails-to-do,What it fails to do:,0,1,,structural
p326-core-mistake,326,3,450,p326-core-mistake,Core Mistake:,0,1,,structural
p326-what-i-propose-next,326,1,451,p326-what-i-propose-next,What I Propose Next:,0,1,,apparatus
p326-let-s-rebuild-the-paper-using-the-follow,326,3,452,p326-let-s-rebuild-the-paper-using-the-follow,Let’s rebuild the paper using the following principle:,0,1,,structural
p327-draft-introduction-full-prose-alive-with,327,1,453,p327-draft-introduction-full-prose-alive-with,"Draft Introduction (Full Prose, Alive with Internal Force)",1,1,p327-force,structural
p329-draft-introduction-second-pass-simpler,329,1,455,p329-draft-introduction-second-pass-simpler,"Draft Introduction (Second Pass — Simpler, Stronger, Plot-Driven)",1,1,p329-stronger-plot-driven,structural
p330-next-section-ii-the-limits-of-physicalis,330,1,457,p330-next-section-ii-the-limits-of-physicalis,Next Section: II. The Limits of Physicalism,0,1,,structural
p330-status-section-ii-the-limits-of-physical,330,1,458,p330-status-section-ii-the-limits-of-physical,Status: Section II (The Limits of Physicalism),0,1,,apparatus
p331-section-ii-the-limits-of-physicalism,331,1,459,p331-section-ii-the-limits-of-physicalism,Section II: The Limits of Physicalism,0,1,,structural
p332-section-iii-conscious-realism-the-core-v,332,1,460,p332-section-iii-conscious-realism-the-core-v,Section III: Conscious Realism — The Core Vision,0,1,,structural
p332-iii-conscious-realism-the-core-vision,332,1,461,p332-iii-conscious-realism-the-core-vision,III. Conscious Realism — The Core Vision,0,1,,structural
p334-section-iv-empirical-and-theoretical-con,334,1,462,p334-section-iv-empirical-and-theoretical-con,Section IV: Empirical and Theoretical Convergence,0,1,,structural
p334-iv-empirical-and-theoretical-convergence,334,1,463,p334-iv-empirical-and-theoretical-convergence,IV. Empirical and Theoretical Convergence,0,1,,structural
p338-what-i-ll-do-now,338,1,464,p338-what-i-ll-do-now,What I'll do now:,0,1,,apparatus
p338-major-revisions,338,3,465,p338-major-revisions,Major Revisions:,0,1,,structural
p338-concrete-targets,338,1,466,p338-concrete-targets,Concrete targets:,0,1,,apparatus
p339-section-iv-revision-underway,339,1,467,p339-section-iv-revision-underway,Section IV Revision Underway:,0,1,,apparatus
p340-iv-empirical-and-theoretical-convergence,340,1,468,p340-iv-empirical-and-theoretical-convergence,IV. Empirical and Theoretical Convergence,0,1,,structural
p344-v-future-research-agenda,344,1,469,p344-v-future-research-agenda,V. Future Research Agenda,0,1,,structural
p346-vi-conclusion-glimpses-of-what-follows,346,1,470,p346-vi-conclusion-glimpses-of-what-follows,VI. Conclusion: Glimpses of What Follows,0,1,,structural
p347-acpq-submission-guidelines-key-requireme,347,1,471,p347-acpq-submission-guidelines-key-requireme,ACPQ Submission Guidelines: Key Requirements,0,1,,structural
p347-philosophical-content-style-from-referee,347,2,472,p347-philosophical-content-style-from-referee,Philosophical Content & Style (from Referee Guidelines [570]),0,1,,structural
p348-style-formatting-from-accepted-article-g,348,2,473,p348-style-formatting-from-accepted-article-g,Style & Formatting (from Accepted Article Guidelines [571]),0,1,,structural
p348-required-structure,348,3,474,p348-required-structure,Required Structure:,0,1,,structural
p348-format-must-include,348,3,475,p348-format-must-include,Format Must Include:,0,1,,structural
p348-next-steps,348,1,476,p348-next-steps,Next Steps,0,1,,apparatus
p349-abstract-150-words,349,1,477,p349-abstract-150-words,Abstract (150 words),0,1,,structural
p350-incorporation-procedure,350,1,478,p350-incorporation-procedure,Incorporation Procedure,0,1,,structural
p351-objection-response-1-integration-plan,351,1,479,p351-objection-response-1-integration-plan,Objection/Response 1 Integration Plan,0,1,,structural
p351-objection,351,3,480,p351-objection,Objection:,0,1,,structural
p351-response,351,3,481,p351-response,Response:,0,1,,structural
p351-placement-revision-strategy,351,1,482,p351-placement-revision-strategy,Placement + Revision Strategy,0,1,,structural
p351-best-location,351,3,483,p351-best-location,Best Location:,0,1,,structural
p351-proposed-integration-in-formal-prose,351,3,484,p351-proposed-integration-in-formal-prose,Proposed Integration (in formal prose):,0,1,,structural
p354-summary-of-this-entry,354,1,485,p354-summary-of-this-entry,Summary of This Entry:,0,1,,apparatus
p354-objection,354,3,486,p354-objection,Objection:,0,1,,structural
p354-response,354,3,487,p354-response,Response:,0,1,,structural
