tradition,prs_id,label,first_seen_date,date_added,commit,present,file_relpath
hoffman,PRS-25,,2026-06-30,,3d77f63e,1,wiki/traditions/hoffman/prs_triplets.md
hoffman,PRS-26,,2026-06-30,,3d77f63e,1,wiki/traditions/hoffman/prs_triplets.md
hoffman,PRS-27,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/hoffman/prs_triplets.md
kastrup,PRS-01,"P1 (Text, p.407) — Hard problem of consciousness",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-02,"P2 (Text, pp.102–103) — Individual identity within monism",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-03,"P3 (Text, p.110) — Quantum anomalies under physicalism",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-04,P4 (Implicit) — Bridging philosophy and mathematics,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-05,P5 (Implicit) — Empirical science seeking metaphysical foundation,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-06,P6 (Implicit) — Materialism as dialectical counterpart,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-07,P7 (PROP-2026-04-08-004) — Analytic Idealism applied to psychopathology,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-08,P8 (PROP-2026-04-08-007) — The Daimon as principle of individuation,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-09,P9 (PROP-2026-04-09-002) — Representation versus participatory encounter,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-10,P10 (PROP-2026-04-15-005) — Idealism as empirical consciousness science framework,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-11,P11 (PROP-2026-04-15-004) — Continuation of idealist time debate,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-12,P12 (PROP-2026-04-22-002) — Bernardo Kastrup on the state of the consciousness debate,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-13,P13 (PROP-2026-04-27-013) — Explanation vs Computation — Q&A with Bernardo Kastrup,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-14,P14 (PROP-2026-05-13-004) — Kastrup-Levin dialogue on dissociative-boundary individuation,2026-05-22,2026-05-16,fc797397,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-15,P15 (PROP-2026-05-13-004) — Canonical Kastrup-Levin alignment-and-divergence reference,2026-05-22,2026-05-16,fc797397,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-16,P16 (PROP-2026-05-13-004) — AI-membership question deferred to boundary-individuation criterion,2026-05-22,2026-05-16,fc797397,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-17,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-18,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-19,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-20,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-21,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-22,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-23,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-24,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-25,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-26,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-27,,2026-06-30,2026-04-14,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-28,,2026-06-30,2026-04-14,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-29,,2026-06-30,2026-04-14,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-30,,2026-06-30,2026-04-29,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-31,,2026-06-30,2026-04-29,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-32,,2026-06-30,2026-04-29,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-33,,2026-06-30,2026-05-13,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-34,,2026-06-30,2026-05-13,3d77f63e,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-35,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-36,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-37,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-38,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-39,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-40,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-41,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-42,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-43,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-44,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/kastrup/prs_triplets.md
kastrup,PRS-45,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/kastrup/prs_triplets.md
levin,PRS-01,"P1 (Text, p.452) — Morphogenetic Control",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-02,"P2 (Text, p.452) — Cancer as defection",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-03,"P3 (Text, pp.62–64) — Morphological attractor formalism",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-04,P4 (Implicit) — Cognition substrate,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-05,P5 (Implicit) — AI alignment via biology,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-06,P6 (Implicit) — Hard problem softened,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-07,P7 (PROP-2026-04-07-002) — Bioelectric reprogramming as therapeutic paradigm,2026-04-07,2026-04-07,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-08,P8 (PROP-2026-04-07-002) — Cells as cognitive agents in anatomical morphospace,2026-04-07,2026-04-07,134bdc53,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-09,P9 (PROP-2026-04-08-003) — Principled framework for cognitive attribution across scales,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-10,P10 (PROP-2026-04-08-003) — Continuity of human and unicellular goal-directedness,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-11,P11 (PROP-2026-04-08-005) — Cancer as dissociative identity disorder of the body,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-12,P12 (PROP-2026-04-08-005) — Mind blindness as epistemic obstacle,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-13,P13 (PROP-2026-04-08-006) — Search efficiency as substrate-agnostic intelligence metric,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-14,P14 (PROP-2026-04-13-002) — Evolution with memory via diffusion-model evolutionary strategy,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-15,"P15 (PROP-2026-04-13-001, PROP-2026-04-13-003) — Neurobots and bioelectric-gene expression coupling",2026-04-16,2026-04-16,446a5672,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-16,P16 (PROP-2026-04-16-001) — Symposium on the Platonic Space + A Short Argument on Platonic Space,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-17,P17 (PROP-2026-04-20-001) — The Bioelectric Interface to the Collective Intelligence of Morphogenesis: devel,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-18,"P18 (PROP-2026-04-20-001, 2nd candidate) — The Bioelectric Interface to the Collective Intelligence of Morphogenesis: devel",2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-19,"P19 (PROP-2026-04-20-004) — Bioelectrical Interfaces Beyond Excitable Cells: Cancer, Aging, and Gene Express",2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-20,P20 (PROP-2026-04-20-003) — BraiNCA: brain-inspired neural cellular automata and applications to morphogenes,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-21,P21 (PROP-2026-04-20-002) — Who's the data? Implications of thoughts-are-thinkers continuum for developmenta,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-22,P22 (PROP-2026-04-27-008) — Field-mediated bioelectric basis of morphogenetic prepatterning,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-23,P23 (PROP-2026-04-28-001 / src PROP-2026-04-27-007) — Memory in synthetic Xenobots without evolutionary scaffolding,2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-24,"P24 (PROP-2026-04-28-001, 2nd candidate) — Triangulation methodology for memory in non-standard biological systems",2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-25,P25 (PROP-2026-05-11-001) — SUTI: Search for Unconventional Terrestrial Intelligence,2026-05-22,2026-05-13,fc797397,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-26,P26 (PROP-2026-05-11-002) — Bioelectric signature of human cellular senescence,2026-05-22,2026-05-13,fc797397,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-27,"P27 (PROP-2026-05-11-002, 2nd candidate) — Vmem as low-dimensional integrator of tissue order",2026-05-22,2026-05-13,fc797397,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-28,P28 (PROP-2026-05-11-003) — Algorithmic intelligence in sorting routines (diverse-intelligence into the formal domain),2026-05-22,2026-05-13,fc797397,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-29,"P29 (PROP-2026-05-11-003, 2nd candidate) — Memories and ideas as quasi-living cognitive agents",2026-05-22,2026-05-13,fc797397,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-30,"P30 (PROP-2026-05-13-004, Levin-side parallel) — Scale-continuous nesting vs. discrete dissociative boundaries",2026-05-22,2026-05-17,fc797397,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-31,"P31 (PROP-2026-05-13-004, Levin-side 2nd) — AI as candidate site of subjective perspective under nested-cognition view",2026-05-22,2026-05-17,fc797397,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-32,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-33,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-34,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-35,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-36,,2026-06-30,2026-01-19,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-37,,2026-06-30,2026-01-19,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-38,,2026-06-30,2026-02-08,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-39,,2026-06-30,2026-02-08,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-40,,2026-06-30,,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-41,,2026-06-30,,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-42,,2026-06-30,,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-43,,2026-06-30,,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-44,,2026-06-30,,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-45,,2026-06-30,2026-05-14,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-46,,2026-06-30,2026-05-14,3d77f63e,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-47,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-48,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-49,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-50,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-51,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-52,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-53,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-54,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-55,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-56,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-57,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-58,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-59,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-60,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-61,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-62,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-63,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-64,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-65,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-66,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-67,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-68,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-69,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-70,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
levin,PRS-71,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/levin/prs_triplets.md
loughran,PRS-01,P1 — The silo problem,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-02,P2 — Scaling intellectual civility,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-03,P3 — The integration problem,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-04,P4 — Can AI agents participate in traditions?,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-05,P5 — Four models of cultural exchange,2026-05-11,2022-07-01,a0f86118,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-06,P6 — The CHANGE equation,2026-05-11,2022-07-01,a0f86118,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-07,P7 — The 40-step accelerator/detector algorithm,2026-05-11,2022-07-01,a0f86118,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-08,"P8 (RC Text, p.141) — Tradition-crossing inquiry",2026-06-16,2026-06-11,a1797d27,1,wiki/traditions/loughran/prs_triplets.md
loughran,PRS-09,"P9 (RC Text, pp.399–401) — Synergistic Coils as meta-tools",2026-06-16,2026-06-11,a1797d27,1,wiki/traditions/loughran/prs_triplets.md
macintyre,PRS-01,P1 — The Enlightenment failure,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/macintyre/prs_triplets.md
macintyre,PRS-02,P2 — Incommensurability without relativism,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/macintyre/prs_triplets.md
macintyre,PRS-03,P3 — Practice-virtue-institution,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/macintyre/prs_triplets.md
macintyre,PRS-04,P4 — Narrative identity,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/macintyre/prs_triplets.md
macintyre,PRS-05,P5 — Second-first-language acquisition,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/macintyre/prs_triplets.md
mcgilchrist,PRS-01,"P1 (Text, pp.284–285) — Hemispheric asymmetry and cultural impoverishment",2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-02,"P2 (Text, pp.285–286) — Relational ontology lacking neurological grounding",2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-03,P3 (Implicit) — Cross-tradition dialogue and hemispheric modes,2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-04,P4 (Implicit) — Multi-agent integration and proof of concept,2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-05,P5 (Implicit) — Attention as ontological act,2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-06,P6 (Implicit) — Embodied tradition formation,2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-07,P7 (PROP-2026-04-08-002) — Division and union as creative synthesis,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-08,P8 (PROP-2026-04-08-002) — Paradox as ontological signal,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-09,P9 (PROP-2026-04-08-005) — Value and the sacred in attention,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-10,P10 (PROP-2026-04-08-005) — AI and the simulation-participation divide,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-11,P11 (PROP-2026-04-08-006) — Religion and right-hemisphere epistemic access,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-12,P12 (PROP-2026-04-08-006) — Embodied tradition transmission,2026-04-16,2026-04-08,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-13,P13 (PROP-2026-04-09-001) — Participatory vs. representational idealism,2026-04-16,2026-04-09,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-14,P14 (PROP-2026-04-09-001) — Time and tradition as real temporal flows,2026-04-16,2026-04-09,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-15,P15 (PROP-2026-04-15-001) — Modernity as active re-wiring,2026-04-16,2026-04-15,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-16,P16 (PROP-2026-04-15-003) — Philosophy anticipating neuroscience,2026-04-16,2026-04-15,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-17,P17 (PROP-2026-04-15-002) — Beauty and worship as epistemology,2026-04-16,2026-04-15,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-18,P18 (PROP-2026-04-15-002) — AI structural limits in engagement,2026-04-16,2026-04-15,446a5672,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-19,P19 (PROP-2026-04-22-001) — ISSR 2026 Boyle Lecture on Science and Religion — Dr Iain McGilchrist,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-20,P20 (PROP-2026-04-28-002 / src PROP-2026-04-27-012) — Spaciousness as right-hemispheric remediation,2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-21,"P21 (PROP-2026-04-28-002, 2nd candidate) — Hemispheric attention as polycrisis cause variable",2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-22,P22 (PROP-2026-05-13-001) — AI-consciousness as consequence variable of theory of consciousness,2026-05-22,2026-05-17,fc797397,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-23,"P23 (PROP-2026-05-13-001, 2nd candidate) — Upgrade of left-hemisphere AI claim from speculative to medium",2026-05-22,2026-05-17,fc797397,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-24,"P24 (PROP-2026-05-13-001, 3rd candidate) — External philosophical warrant for C2A2 human/AI division of labor",2026-05-22,2026-05-17,fc797397,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-25,P25 (PROP-2026-05-13-002) — McGilchrist's explicit consciousness-as-fundamental commitment,2026-05-22,2026-05-17,fc797397,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-26,"P26 (PROP-2026-05-13-002, 2nd candidate) — Six-position taxonomy of consciousness-as-fundamental views",2026-05-22,2026-05-17,fc797397,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-27,P27 (PROP-2026-05-13-003) — Methodological asymmetry as itself a hemispheric pathology,2026-05-22,2026-05-17,fc797397,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-28,"P28 (PROP-2026-05-13-003, 2nd candidate) — Native epistemic standards as C2A2 wiki design pattern",2026-05-22,2026-05-17,fc797397,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-29,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-30,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-31,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-32,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-33,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-34,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-35,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-36,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-37,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-38,,2026-06-30,2026-04-12,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-39,,2026-06-30,2026-04-12,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-40,,2026-06-30,2026-05-03,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-41,,2026-06-30,2026-05-03,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-42,,2026-06-30,2026-05-03,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-43,,2026-06-30,2026-05-03,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-44,,2026-06-30,2026-05-05,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-45,,2026-06-30,2026-05-05,3d77f63e,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-46,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-47,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-48,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-49,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-50,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/mcgilchrist/prs_triplets.md
mcgilchrist,PRS-51,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/mcgilchrist/prs_triplets.md
rohr,PRS-01,P1 — Dualistic knowing,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-02,P2 — The disorder necessary for growth,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-03,P3 — The Universal Christ,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-04,P4 — Embodied love as epistemology,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-05,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-06,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-07,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-08,,2026-06-30,2026-01-01,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-09,,2026-06-30,2026-01-01,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-10,,2026-06-30,2026-01-01,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-11,,2026-06-30,2026-02-02,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-12,,2026-06-30,2026-02-02,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
