cell_id,sheet_row,col,seq_in_row,words,node,run_id,voice,about,discipline,work_order,confidence,reason,src,pass
r200c3,201,3,1,38,I.3.1,341,Loughran,Pentland,sociology,0,med,measurable gender difference: women distribute group conversation more evenly,out_batch_02.psv,
r201c3,202,3,1,11,III.2.C,342,Loughran,Pentland,,0,med,heads Pentland chapter 6 on promoting idea flow in an organization,out_batch_02.psv,
r201c4,202,4,2,27,III.2.C,342,Loughran,,sociology,0,med,staff for social intelligence and model peer behavior where trust is high,out_batch_02.psv,
r201c5,202,5,3,10,III.2.C,342,Loughran,,,0,med,teach charismatic connection by example encouragement and visualization,out_batch_02.psv,
r201c6,202,6,4,36,III.2.C,342,Loughran,,,0,med,discount what everyone already knows to widen the count of new ideas,out_batch_02.psv,
r202c3,203,3,1,21,III.1.2,343,Loughran,,biology;sociology,0,med,social pressure selects models that enable prediction and goal achievement,out_batch_02.psv,
r203c3,204,3,1,17,III.2.I,344,Loughran,,,0,high,definition of information: ways things might be with probabilities assigned,out_batch_02.psv,
r203c4,204,4,2,9,III.2.I,344,Loughran,,,0,high,information captured in bits or qbits with associated probabilities,out_batch_02.psv,
r203c5,204,5,3,23,III.1.2,345,Loughran,,computer science,0,med,patterns captured in information and models as ideas grow complex,out_batch_03.psv,
r204c3,205,3,1,4,X.2,346,apparatus,,,0,high,in-sheet label heading the responsible-wealth-transfer row,out_batch_03.psv,
r204c4,205,4,2,58,III.2.SO,347,Loughran,,economics;sociology,0,med,picnic parable of resource capture and market economy at social level,out_batch_03.psv,
r204c5,205,5,3,85,III.4,348,Loughran,,,0,med,moves from righteous anger to love for the rich kids as the right response,out_batch_03.psv,
r204c6,205,6,4,48,III.2.SO,349,Loughran,,economics;sociology,0,med,reads the parable as global resource and carbon injustice,out_batch_03.psv,
r204c7,205,7,5,53,III.2.SO,349,Loughran,,economics,0,med,calls for responsible wealth transfer and introduces the Uganda case,out_batch_03.psv,
r204c8,205,8,6,555,III.2.C,350,Loughran,,economics;sociology,0,high,community energy mortgage model as social business at communal level,out_batch_03.psv,
r205c3,206,3,1,3,X.2,351,apparatus,,,0,high,in-sheet label introducing candidate book titles,out_batch_03.psv,
r205c4,206,4,2,15,I.4.3,352,Loughran,,computer science;sociology,0,med,candidate book title naming networked communities as the project,out_batch_03.psv,
r205c5,206,5,3,2,Z,353,Loughran,,,0,low,two-word dismissal of his own title with no placeable content,out_batch_03.psv,
r205c6,206,6,4,29,I.4.3,354,Loughran,,computer science;sociology,0,med,further candidate titles on building and networking rich communities,out_batch_03.psv,
r205c7,206,7,5,8,I.4.3,354,Loughran,,,0,low,asks what the key practical points of the guide would be,out_batch_03.psv,
r205c8,206,8,6,147,I.4.3,354,Loughran,,sociology,0,high,practical steps for building and networking a rich community,out_batch_03.psv,
r206c3,207,3,1,14,I.4.2,355,Loughran,,sociology,0,med,heads an ordered set of rhetorical strategies for the network argument,out_batch_03.psv,
r206c4,207,4,2,21,I.4.2,355,Loughran,,,0,med,first rhetorical move: contact with information makes choices better,out_batch_03.psv,
r206c5,207,5,3,157,III.2.X,356,Loughran,Dennett;Dawkins,biology;sociology,0,high,information meets choice at molecular cellular and social levels alike,repass_NB,
r207c3,208,3,1,4,X.2,357,apparatus,,,0,high,continuation label for the ordered rhetorical strategies,out_batch_03.psv,
r207c4,208,4,2,12,III.2.SO,358,Loughran,,sociology,0,med,intelligence operates socially in evolved and designed contexts,out_batch_03.psv,
r207c5,208,5,3,35,III.2.SO,358,Loughran,Pentland,sociology,0,high,social physics idea flow via weak and strong ties,out_batch_03.psv,
r207c6,208,6,4,139,I.2.3,359,Loughran,Kuhn,sociology,0,med,whose filter judges information that subverts a shared narrative,out_batch_03.psv,
r207c8,208,8,5,278,I.2.2,360,Loughran,,sociology;history,1,med,asks for an example: Amash signal reaching the Freedom Caucus,out_batch_03.psv,
r208c3,209,3,1,14,I.4,361,Loughran,MacIntyre,sociology,0,med,craft-tradition advocates have interpreted; the point is to build it,out_batch_03.psv,
r209c3,210,3,1,38,III.2.X,362,Loughran,,chemistry,0,med,self-assembled monolayers as productive change of structure across scales,repass_NB,
r209c4,210,4,2,25,III.2.C,363,Loughran,,sociology,0,med,intelligent self-assembly of social life by grasping the meme,out_batch_03.psv,
r209c5,210,5,3,8,I.4,364,Loughran,,computer science,0,low,names the project as self-assembly of an algorithm for progress,out_batch_03.psv,
r209c6,210,6,4,37,I.4.1,365,Loughran,,computer science;sociology;economics,0,med,AI-assisted meme design as the mode of social self-assembly,out_batch_03.psv,
r209c7,210,7,5,30,I.4,366,Loughran,,,0,med,asks who designs the memes and toward what end,out_batch_03.psv,
r209c8,210,8,6,99,I.4,366,Loughran,,theology;sociology,0,med,answer: foster diverse communities that compare notes and filter information,out_batch_03.psv,
r209c10,210,10,7,119,III.2.X,367,Loughran,,chemistry;sociology,0,med,STM and DNA-folded patterns extended to an imagined DNA for a community,repass_NB,
r210c3,211,3,1,52,III.3,368,Loughran,,philosophy;sociology,0,high,objection: meme talk makes humans codeable machines; what of dignity,out_batch_03.psv,
r210c4,211,4,2,108,III.3,368,Loughran,,computer science;biology,0,high,reply: we are self-coding machines not authors of our starting point,out_batch_03.psv,
r210c6,211,6,3,143,III.3,368,Loughran,Skinner,philosophy;psychology,0,high,prior formation need not oppose freedom dignity and responsibility,out_batch_03.psv,
r211c3,212,3,1,4,II.4,369,Loughran,,,0,high,bare source pointer to a critical-infection-rate interactive,out_batch_03.psv,
r211c4,212,4,2,127,I.4.3,370,Loughran,,sociology,0,med,SIS contagion notes on the transfer rate needed to seed a HIFNRC,out_batch_03.psv,
r211c7,212,7,3,187,I.4.3,370,Loughran,MacIntyre,sociology,0,high,first-pass rules for living differently that grow rich communities,out_batch_03.psv,
r211c10,212,10,4,149,I.4.2,371,Loughran,,,0,med,dissemination strategy: start in the countryside not the cities,out_batch_03.psv,
r212c3,213,3,1,1,II.4,372,Loughran,,sociology,0,high,bare source URL,prepass,
r212c4,213,4,2,117,I.4.1,373,Loughran,,computer science,0,med,persuadable AI trained on mature members produced by a HIFNRC,out_batch_03.psv,
r213c3,214,3,1,4,X.2,374,apparatus,,,0,high,in-sheet label for the computational universe row,out_batch_03.psv,
r213c4,214,4,2,18,III.2.S,375,Loughran,,,1,med,note to self to research and tighten the CU motivation,out_batch_03.psv,
r213c5,214,5,3,36,III.2.I,376,Loughran,,,0,high,defines information as actuals and possibles with transition probabilities,out_batch_03.psv,
r213c6,214,6,4,93,III.2.I,376,Loughran,,physics,0,high,information conservation from quantum determinism and reversibility,out_batch_03.psv,
r213c7,214,7,5,94,III.2.S,377,Loughran,,physics,0,high,black hole information paradox and Hawking radiation,out_batch_03.psv,
r213c8,214,8,6,99,III.2.S,377,Loughran,,physics,0,med,holographic writing of 4D history on a 2D surface,out_batch_03.psv,
r213c9,214,9,7,64,III.2.S,377,Loughran,,physics,0,med,universe as hologram; space-time change as calculation on 2D information,out_batch_03.psv,
r213c10,214,10,8,50,III.2.S,377,Loughran,,computer science;physics,0,high,concludes all change is computation hence the computational universe,out_batch_03.psv,
r213c11,214,11,9,15,III.2.S,377,Loughran,,computer science,0,high,states the CU thesis: the universe is computable,out_batch_03.psv,
r214c3,215,3,1,8,X.2,378,apparatus,,,0,high,in-sheet label for the TGR-computability row,out_batch_03.psv,
r214c4,215,4,2,19,III.1.3,379,Loughran,,computer science,0,low,asks why CU computability should matter,out_batch_03.psv,
r214c5,215,5,3,66,III.1.3,379,Loughran,,computer science,0,med,if TGR had an operationalized account it could be computed,out_batch_03.psv,
r214c6,215,6,4,72,III.1.3,379,Loughran,MacIntyre,computer science;sociology,0,high,truth as stable relation of a mature mind to world; socially computable,out_batch_03.psv,
r214c7,215,7,5,63,III.3,380,Loughran,,sociology,0,high,goodness as stable inclination and right as stable justificatory outcome,out_batch_03.psv,
r214c8,215,8,6,55,III.1.3,381,Loughran,MacIntyre,computer science,0,med,TGR computable with no guarantee of an answer only of its shape,out_batch_03.psv,
r214c9,215,9,7,78,III.3,382,Loughran,,sociology,0,high,free-choice objection answered by the mature parent counterexample,out_batch_03.psv,
r214c10,215,10,8,97,III.3,382,Loughran,Aquinas,computer science;sociology,0,high,confirmation in the good; some choices admit only one family of response,out_batch_03.psv,
r214c11,215,11,9,49,III.3,382,Loughran,,computer science,0,med,HIFNRC model keeps truth goodness and right meaningful in a CU,out_batch_03.psv,
r215c3,216,3,1,8,X.2,383,apparatus,,,0,high,in-sheet label coining Cs-as-CRIN for the row,out_batch_03.psv,
r215c4,216,4,2,35,III.1.3,384,Loughran,,computer science,0,med,recap: CU plus computable TGR promises TGR is computable,out_batch_03.psv,
r215c5,216,5,3,48,III.1,385,Loughran,,computer science;philosophy,0,med,self-objection that no one could access or build such a computation,out_batch_03.psv,
r215c6,216,6,4,24,III.1,385,Loughran,,,0,high,answer: consciousness lies at the root of information,out_batch_03.psv,
r215c7,216,7,5,80,III.1,385,Loughran,Dennett,computer science,0,high,space-time is the product of computation in a networked mind,out_batch_03.psv,
r215c8,216,8,6,92,III.2.I,386,Loughran,,computer science,0,med,defines reflective sets of information and degrees of resolution,out_batch_03.psv,
r215c9,216,9,7,55,III.1.2,387,Loughran,,computer science,0,high,models as efficient lossy packagings of reflected pattern,out_batch_03.psv,
r215c11,216,11,8,45,III.1.3,388,Loughran,,computer science,0,med,we are already computing TGR but not very well,out_batch_03.psv,
r215c12,216,12,9,52,I.4.3,389,Loughran,,,0,high,first step: assemble and execute a HIFNRC by living and working in common,out_batch_03.psv,
r215c13,216,13,10,25,I.3.2,390,Loughran,,,0,high,second step: metrics and data analysis for common tasks,out_batch_03.psv,
r215c14,216,14,11,60,I.3.2,390,Loughran,,sociology;psychology,0,high,third step: a measurable account of who counts as an adult member,out_batch_03.psv,
r215c15,216,15,12,52,I.3.2,390,Loughran,,sociology,0,med,fourth step: track what persuades the best members by internal metrics,out_batch_03.psv,
r215c16,216,16,13,81,I.4.2,391,Loughran,,computer science;sociology,0,high,fifth step: use rhetorical resources to bring emerging members to maturity,out_batch_03.psv,
r215c17,216,17,14,46,I.4.1,392,Loughran,,computer science;sociology,0,med,sixth step: AI persuasion by standards of the most mature members,out_batch_03.psv,
r216c3,217,3,1,8,II.4,393,Loughran,Carroll,neuroscience,0,high,source pointer to a Carroll overview of consciousness,out_batch_03.psv,
r216c4,217,4,2,29,III.2.N,394,Loughran,Carroll,neuroscience,0,high,32-neuron system distinguishing self from external stimuli,repass_NB,
r217c3,218,3,1,6,X.2,395,apparatus,,,0,high,in-sheet label connecting CU HIFNRC and Cs-as-CRIN,out_batch_03.psv,
r217c4,218,4,2,85,III.2.X,396,Loughran,,philosophy;computer science,0,high,thinking as computing; HIFNRC networks give social storage of results,repass_NB,
r217c5,218,5,3,39,III.1,397,Loughran,,computer science,0,med,we are conscious of our own computational participation in the whole,out_batch_03.psv,
r217c6,218,6,4,83,III.2.X,398,Loughran,,computer science;sociology,0,high,one large computational system assembled biologically socially and digitally,repass_NB,
r218c3,219,3,1,76,III.2.X,399,Loughran,,philosophy;computer science,0,high,names the HCM cluster: computable universe computable goods ordinary life,repass_NB,
r219c3,220,3,1,5,X.2,400,apparatus,,theology,0,med,bare in-sheet heading computing the kingdom of God,out_batch_03.psv,
r220c3,221,3,1,8,II.4,401,Loughran,Hawkins,neuroscience,0,high,source pointer to Hawkins thousand brains talk,out_batch_03.psv,
r220c4,221,4,2,17,III.2.B,402,Loughran,Hawkins,neuroscience,0,high,multiple neocortical models compete and vote in a prediction network,repass_NB,
r220c5,221,5,3,24,III.2.N,403,Loughran,Hawkins,neuroscience,0,med,uniform neocortex vs diverse old brain; grid cell structure carried through,repass_NB,
r220c6,221,6,4,105,III.2.N,403,Loughran,Hawkins,neuroscience,0,high,synapse counts dendritic spikes and inhibitory speed at the neuron level,repass_NB,
r220c9,221,9,5,34,III.2.N,403,Loughran,Hawkins,neuroscience;computer science,0,med,need time-based prediction engines; scaling CNNs is the wrong path,repass_NB,
r220c10,221,10,6,39,III.2.N,403,Loughran,Hawkins,neuroscience;computer science,0,high,sparse population codes over 2 percent of neurons; robustness properties,repass_NB,
r220c11,221,11,7,34,III.2.B,404,Loughran,Hawkins,neuroscience,0,high,incorporate 1000 brains theory and the way the brain votes among columns,repass_NB,
r220c12,221,12,8,44,III.2.N,405,Loughran,Hawkins,neuroscience,0,high,synaptogenesis is learning; silent synapses give instant memory,repass_NB,
r220c13,221,13,9,46,III.2.B,406,Loughran,Hawkins,neuroscience,0,high,every column of cells in neocortex forms its own representation; voting,repass_NB,
r220c14,221,14,10,54,III.2.N,407,Loughran,Hawkins,neuroscience;computer science,0,med,intelligence needs movement embodiment and knowing where each part is,repass_NB,
r220c15,221,15,11,38,III.1.1,408,Loughran,Hawkins,neuroscience,0,med,Hawkins deflates consciousness: self-awareness is body model plus memory,out_batch_03.psv,
r220c16,221,16,12,57,III.1.2,409,Loughran,Hawkins,neuroscience,0,med,qualia and color as a useful reference-frame representation not a real input,out_batch_03.psv,
r220c17,221,17,13,19,III.2.N,410,Loughran,Hawkins,neuroscience;biology,0,med,fear of death as genetically programmed old-brain response,repass_NB,
r221c3,222,3,1,3,II.4,411,Loughran,Hawkins,neuroscience,0,high,source pointer to a further Hawkins screencast,out_batch_03.psv,
r221c4,222,4,2,20,III.2.N,412,Loughran,Hawkins,neuroscience,0,med,neuron and synapse counts with cortical sheet dimensions,repass_NB,
r221c5,222,5,3,7,III.2.N,412,Loughran,Hawkins,neuroscience,0,low,fragment: different areas of neocortex do different things but...,repass_NB,
r221c6,222,6,4,17,III.2.N,412,Loughran,Hawkins,neuroscience,0,high,sparse distributed representation as the brain's equivalent of the bit,repass_NB,
r221c7,222,7,5,4,X.2,413,apparatus,,neuroscience,0,high,bare in-sheet label for hierarchical temporal memory,out_batch_03.psv,
r222c3,223,3,1,5,II.4,414,Loughran,,,0,high,source pointer to a Human Connectome Project video,out_batch_03.psv,
r222c4,223,4,2,32,II.4,414,Loughran,,neuroscience,1,high,note to mine the video; lists the project investigators,out_batch_03.psv,
r222c5,223,5,3,34,III.2.N,415,Loughran,,neuroscience,0,med,connectome scale: 50k cells and a billion synapses per cubic millimetre,repass_NB,
r222c6,223,6,4,15,III.2.N,415,Loughran,,neuroscience,0,med,mapping the brain needs more digital information than exists today,repass_NB,
r222c7,223,7,5,5,X.2,416,apparatus,,neuroscience,0,high,bare in-sheet label expanding the fMRI acronym,out_batch_03.psv,
r223c3,224,3,1,24,I.2,417,Loughran,MacIntyre,sociology,0,med,title of the conference submission on the craft-tradition falling short,out_batch_03.psv,
r223c4,224,4,2,418,I.2,417,Loughran,MacIntyre,philosophy;sociology,0,high,abstract: M's algorithm never coded compiled or run despite its promise,out_batch_03.psv,
r224c3,225,3,1,50,I.2,418,Loughran,MacIntyre,sociology,0,med,outline of three shortcomings and three remedies for the craft-tradition,out_batch_03.psv,
r224c4,225,4,2,1,X.2,419,apparatus,,,0,high,table header reading Shortcoming,out_batch_03.psv,
r224c5,225,5,3,1,X.2,419,apparatus,,,0,high,table header reading description,out_batch_03.psv,
r224c6,225,6,4,3,X.2,419,apparatus,,,0,high,table header for the rhetorical-strategy remedy column,out_batch_03.psv,
r224c7,225,7,5,21,X.2,419,apparatus,,,0,high,table header for the first success-story column,out_batch_03.psv,
r224c9,225,9,6,3,X.2,419,apparatus,,,0,high,table header for the second success-story column,out_batch_03.psv,
r224c11,225,11,7,7,X.2,419,apparatus,,,0,high,table header for the first potential-development column,out_batch_03.psv,
r224c13,225,13,8,7,X.2,419,apparatus,,,0,high,table header for the second potential-development column,out_batch_03.psv,
r224c15,225,15,9,64,I.4.3,420,Loughran,,sociology,0,med,BOSCO MichianaSTEM AwareComm and enFocus cross-pollinating as partners,out_batch_03.psv,
r225c3,226,3,1,12,I.4.2,421,Loughran,,,0,med,shortcoming one framed as pitching one team's best player not the league,out_batch_03.psv,
r225c4,226,4,2,38,I.4.2,421,Loughran,,computer science;sociology,0,high,failure to distinguish the science of the whole from the particular theory,out_batch_03.psv,
r225c5,226,5,3,29,I.4.2,421,Loughran,,,0,high,packaging the whole Thomistic theory instead of an appealing part,out_batch_03.psv,
r225c6,226,6,4,39,I.4.2,421,Loughran,,,0,high,remedy: pitch a HIFNRC as an appealing substantial part first,out_batch_03.psv,
r225c7,226,7,5,50,I.4.3,422,Loughran,,sociology,0,med,BOSCO-Uganda as a community-model development success story,out_batch_03.psv,
r225c9,226,9,6,29,I.4.3,422,Loughran,,sociology,0,med,integrated STEM community with a communal invitation model of education,out_batch_03.psv,
r225c11,226,11,7,78,I.4.1,423,Loughran,,theology;sociology,0,med,layered online Acholi communities fostering interfaith dialogue,out_batch_03.psv,
r225c13,226,13,8,48,I.4.3,424,Loughran,,sociology,0,med,STEM community extended through enFocus and a workforce pipeline,out_batch_03.psv,
r226c3,227,3,1,8,I.4.3,425,Loughran,,,0,med,shortcoming two framed as building the league with the wrong sponsors,out_batch_03.psv,
r226c4,227,4,2,35,I.4.3,425,Loughran,,sociology;economics,0,high,universities are top-down and disciplinary not grass-roots builders,out_batch_03.psv,
r226c5,227,5,3,23,I.4.3,425,Loughran,,sociology,0,high,we need sustainable communities not university programs,out_batch_03.psv,
r226c6,227,6,4,58,III.2.C,426,Loughran,,economics;sociology,0,high,social business as the vehicle: mission-driven revenue not investor profit,out_batch_03.psv,
r226c7,227,7,5,82,III.2.C,426,Loughran,Wolfram,computer science;sociology;economics,0,med,a social business offering an AI-powered publishing platform to partners,out_batch_03.psv,
r226c9,227,9,6,57,III.2.C,426,Loughran,,sociology;economics,0,med,start-up ecosystems and enFocus as a local social-business example,out_batch_03.psv,
r226c11,227,11,7,119,I.4.1,427,Loughran,,computer science;theology;sociology;economics,0,med,AI-assisted ecosystem supporting mature members engaging rival traditions,out_batch_03.psv,
r226c13,227,13,8,49,I.4.3,428,Loughran,,computer science;sociology,0,med,a network of consultants weaving communities together and fostering idea flow,out_batch_03.psv,
r227c3,228,3,1,39,I.4.2,429,Loughran,,computer science;sociology,0,high,shortcoming three: arguing from inside rather than from the rules of the contest,out_batch_03.psv,
r227c4,228,4,2,111,I.2.3,430,Loughran,MacIntyre,philosophy;physics;sociology,0,high,M argues from inside a Thomistic account not from a shared standard,out_batch_03.psv,
r227c5,228,5,3,99,I.2.3,430,Loughran,,sociology,1,med,proper function of mind is itself tradition-bound; marked Illustrate,out_batch_03.psv,
r227c6,228,6,4,53,III.1.3,431,Loughran,,sociology,0,high,mind-interdependent realism: truth as stable assent under adequate information,out_batch_03.psv,
r227c7,228,7,5,12,II.4,432,Loughran,,computer science,0,high,source pointer to an OpenAI call for social scientists,out_batch_03.psv,
r228c3,229,3,1,15,III.1.3,433,Loughran,,,0,med,cites the Jesus Christ Superstar Pilate line asking what truth is,out_batch_03.psv,
r228c4,229,4,2,4,III.1.3,433,Pilate,,,0,med,quoted lyric asking whether truth is unchanging law,out_batch_03.psv,
r228c5,229,5,3,10,III.1.3,433,Pilate,,,0,med,quoted lyric asking whether your truths are the same as mine,out_batch_03.psv,
r228c6,229,6,4,11,III.1.3,433,Loughran,,,0,high,truth as moving toward the unchanging under optimal informed testing,out_batch_03.psv,
r228c7,229,7,5,20,III.3,434,Loughran,,,0,med,natural law as emerging from long comparison of ways of living,out_batch_03.psv,
r229c3,230,3,1,73,I.3.1,435,Loughran,Susskind;Carroll,physics;computer science,0,med,quantum gravity and quantum computing communities swapping mathematics,out_batch_03.psv,
r229c4,230,4,2,66,III.2.S,436,Loughran,Maldacena,physics,0,med,anti-de Sitter versus de Sitter space and string theory,out_batch_03.psv,
r229c5,230,5,3,8,III.2.S,436,Loughran,,physics,0,med,note that AdS has negative vacuum energy,out_batch_03.psv,
r229c6,230,6,4,11,III.2.S,436,Loughran,,physics,0,med,string theory works in AdS but not de Sitter space,out_batch_03.psv,
r229c7,230,7,5,30,III.2.S,436,Loughran,Maldacena;Susskind,physics;history,0,med,how Maldacena's work was connected to Susskind's holography,out_batch_03.psv,
r229c8,230,8,6,17,III.2.S,436,Loughran,Maldacena;Susskind,physics,0,low,truncated note on mathematizing the dimensional-collapse speculation,out_batch_03.psv,
r229c9,230,9,7,78,III.2.S,436,Loughran,Susskind,physics;computer science,0,high,gravity is quantum from the start and cannot be separately quantized,out_batch_03.psv,
r230c3,231,3,1,25,I.4.2,437,Loughran,,,1,med,asks whether the book should appear in two parts with a pause,out_batch_03.psv,
r230c4,231,4,2,14,I.4.2,437,Loughran,,,1,med,asks whether it is two books with the second forecast in the first,out_batch_03.psv,
r230c5,231,5,3,11,I.4.2,437,Loughran,,computer science;sociology,0,med,title for part one on processing information socially in the age of AI,out_batch_03.psv,
r230c6,231,6,4,11,I.4.2,437,Loughran,,computer science;theology,0,med,title for part two on processing information lovingly in the age of AI,out_batch_03.psv,
r231c3,232,3,1,96,III.1.1,438,Loughran,MacIntyre,philosophy;physics;sociology,0,high,reads M on what the natural sciences do not explain against his own view,out_batch_03.psv,
r231c4,232,4,2,99,III.1.1,438,Loughran,MacIntyre,biology,0,high,disputes M's denial of lawlike links between intention and outcome,out_batch_03.psv,
r231c6,232,6,3,62,III.1.1,438,Loughran,MacIntyre;Plotinus,biology;neuroscience,0,med,body and mind both prediction machines on a self-awareness spectrum,out_batch_03.psv,
r231c8,232,8,4,29,III.2.N,439,Loughran,Carroll,neuroscience,0,high,duplicate of r216c4: 32-neuron self vs external stimulus discrimination,repass_NB,
r231c9,232,9,5,28,III.1.1,440,Loughran,MacIntyre,philosophy,0,med,why not a spectrum of complexity for thoughts and bodies,out_batch_03.psv,
r231c10,232,10,6,61,III.1.1,440,Loughran,MacIntyre,philosophy,0,med,M on mind-to-body causes admitting no lawlike generalization,out_batch_03.psv,
r231c12,232,12,7,37,III.1.1,440,Loughran,MacIntyre;Hawkins,neuroscience,0,high,the thousand brains paradigm may answer M's we-have-no-idea claim,out_batch_03.psv,
r231c13,232,13,8,35,III.1.1,440,Loughran,MacIntyre,philosophy,0,med,M calls blind confidence in future explanation a kind of faith,out_batch_03.psv,
r231c14,232,14,9,60,III.1.1,440,Loughran,MacIntyre;Popper,computer science,0,high,M allows a thinking machine but denies scientific explanation of discovery,out_batch_03.psv,
r231c16,232,16,10,69,III.1.1,440,Loughran,MacIntyre,philosophy,0,med,discovery is no less explicable than particular collision products,out_batch_03.psv,
r231c18,232,18,11,144,III.1.1,440,Loughran,,neuroscience;psychology;history,0,med,monkey and berries argument that no qualitative jump is required,out_batch_03.psv,
r231c21,232,21,12,189,III.1.3,441,Loughran,MacIntyre,computer science;sociology,0,high,stability of fully informed mature judgement as the definition of truth,out_batch_03.psv,
r232c3,233,3,1,10,I.4.1,442,Loughran,,computer science,1,high,note to write a paper on a HIFNRC algorithm for persuadable AI,out_batch_03.psv,
r232c4,233,4,2,14,I.4.1,442,Loughran,,computer science;sociology,0,med,safe AI should be reasonable rather than subservient,out_batch_03.psv,
r232c5,233,5,3,45,I.4.1,442,Irving and Askell,,computer science,0,med,quoted breakdown of the AI alignment problem into three subproblems,out_batch_03.psv,
r232c6,233,6,4,62,I.4.1,442,Irving and Askell,,computer science;sociology;psychology,0,med,quoted OpenAI claim that alignment requires studying human psychology,out_batch_03.psv,
r232c7,233,7,5,209,I.4,443,Loughran,,computer science,0,high,quoted alignment goal plus the LEP analogy for a HIFNRC collider,out_batch_03.psv,
r232c10,233,10,6,30,I.4.2,444,Irving and Askell,,computer science,0,med,quoted debate-game hypothesis that convincing arguments yield true answers,out_batch_03.psv,
r233c4,234,4,1,2,X.2,445,apparatus,,,0,high,table header reading Tag line,out_batch_03.psv,
r233c5,234,5,2,2,X.2,445,apparatus,,,0,high,table header reading Sentence 1,out_batch_03.psv,
r233c6,234,6,3,2,X.2,445,apparatus,,,0,high,table header for sentence 2 truncated in the sheet,out_batch_03.psv,
r233c7,234,7,4,2,X.2,445,apparatus,,,0,high,table header reading Sentence 3,out_batch_03.psv,
r233c8,234,8,5,2,X.2,445,apparatus,,,0,high,table header reading Sentence 4,out_batch_03.psv,
r233c9,234,9,6,1,X.2,445,apparatus,,,0,high,table header reading Summary,out_batch_03.psv,
r234c3,235,3,1,3,X.2,446,apparatus,,,0,high,in-sheet label for the AwareComm four sentences row,out_batch_03.psv,
r234c4,235,4,2,9,I.4.2,447,AwareComm,,,0,med,pasted AwareComm tag line filling the pitch template,out_batch_03.psv,
r234c5,235,5,3,13,I.4.2,447,AwareComm,,computer science,0,med,pasted AwareComm line on human and artificial intelligence parallelism,out_batch_03.psv,
r234c6,235,6,4,32,I.4.2,447,AwareComm,,sociology,0,med,pasted AwareComm line on solving systemic organization problems,out_batch_03.psv,
r234c7,235,7,5,42,I.4.2,447,AwareComm,,,0,med,pasted AwareComm value proposition on overcoming resistance to change,out_batch_03.psv,
r234c8,235,8,6,44,I.4.2,447,AwareComm,,sociology;economics,0,med,pasted AwareComm line on community restoration and dignity,out_batch_03.psv,
r234c9,235,9,7,18,I.4.2,447,AwareComm,,,0,med,pasted AwareComm summary line on measurable collective impact,out_batch_03.psv,
r235c3,236,3,1,40,III.3,448,Loughran,Wolfram,philosophy;history,0,med,Wolfram: purpose unspottable outside a historical narrative of purpose,out_batch_03.psv,
r235c4,236,4,2,54,III.2.X,449,Loughran,Wolfram,computer science;philosophy,0,high,computational irreducibility; no bright line to mere computation,repass_NB,
r235c5,236,5,3,19,III.2.X,449,Loughran,Wolfram,computer science;philosophy,0,high,rock vs a trillion souls differs in history not in observable complexity,repass_NB,
r236c3,237,3,1,28,II.4,450,Loughran,,biology,0,high,bibliography of mathematical challenges to Darwinism,out_batch_03.psv,
r236c4,237,4,2,21,III.1.1,451,Loughran,,biology,0,med,probability of a viable foldable protein from a 115-residue sequence,out_batch_03.psv,
r236c5,237,5,3,22,III.1.1,451,Loughran,,biology,0,med,dice rolls of evolution monumentally unlikely to produce living systems,out_batch_03.psv,
r236c6,237,6,4,16,III.1.1,451,Loughran,,biology,0,med,organism count against search space leaves the space barely searched,out_batch_03.psv,
r236c7,237,7,5,25,III.1.1,451,Loughran,,biology,0,med,no literature case of a new regulatory protein that is not fatal,out_batch_03.psv,
r236c8,237,8,6,18,III.1.1,451,Loughran,,biology,0,med,late mutations do not speciate and early ones are deadly,out_batch_03.psv,
r236c9,237,9,7,35,III.1.1,451,Loughran,,biology,0,high,argues mind is the only known cause of the information life displays,out_batch_03.psv,
r237c3,238,3,1,7,II.4,452,Loughran,,,0,high,source pointer to a Robinson interview with Berlinski,out_batch_03.psv,
r237c4,238,4,2,31,III.1.1,453,Loughran,,biology;history,0,med,Cambrian explosion as a discontinuity Darwinian theory cannot carry,out_batch_03.psv,
r238c3,239,3,1,24,I.2.2,454,Loughran,MacIntyre,philosophy;sociology,0,high,WJWR criteria for resolving an epistemological crisis in a tradition,out_batch_03.psv,
r238c4,239,4,2,9,I.2.2,454,Loughran,MacIntyre,philosophy,0,high,criterion zero: the set of problems that engendered the crisis,out_batch_03.psv,
r238c5,239,5,3,11,I.2.2,454,Loughran,MacIntyre,philosophy,0,high,criterion one: solutions to the problems that engendered the crisis,out_batch_03.psv,
r238c6,239,6,4,10,I.2.2,454,Loughran,MacIntyre,sociology,0,high,criterion two: explanation of why the problems arose inside the tradition,out_batch_03.psv,
r238c7,239,7,5,12,I.2.2,454,Loughran,MacIntyre,sociology,0,high,criterion three: solutions in fundamental continuity with the tradition,out_batch_03.psv,
r239c3,240,3,1,37,I.2.1,455,Loughran,,sociology;history,0,high,asks whether there is an American tradition and names it liberalism,out_batch_03.psv,
r239c4,240,4,2,10,I.2.1,455,Loughran,,history,0,med,American tradition item one: equality of human beings,out_batch_03.psv,
r239c5,240,5,3,15,I.2.1,455,Loughran,,theology;history,0,med,American tradition item two: public religion without state oppression,out_batch_03.psv,
